ecotype_id	ecotype_name	Country	Lattitude_d	Longitude_d	Lat_rad	Long_rad	Dist_to_H	Dist_to_N	Dist_to_O	Dist_to_V	Surv_H_GER	SilN_H_GER	Surv_N_UK	SilN_N_UK	Surv_O_FIN	SilN_O_FIN	Surv_V_SP	SilN_V_SP
6899	Bay-0	GER	49	11	0.855213333	0.191986667	283.9568066	794.2320691	1964.210166	1382.548004	1	5470	0.8	339.8	1	224.5333333	0.647058824	1053.5
6961	Se-0	ESP	38.3333	-3.53333	0.669043863	-0.061668386	1897.002482	1624.719478	3500.411153	304.2715469	0.95	2831.333333	0.933333333	1113.1	0.066666667	2.307692308	0.705882353	310.75
6967	Sq-8	UK	51.4083	-0.6383	0.897246196	-0.011140463	874.3433968	180.5487917	2111.393204	1315.191701	0.95	2367.2	0.785714286	432.8	NA	NA	0.944444444	697.75
6973	Ull2-3	SWE	56.0648	13.9707	0.978517643	0.243835284	526.6319774	912.8226832	1163.625535	2114.076829	1	2076.833333	0.666666667	432	0.866666667	193.9285714	0.941176471	863.2
6976	Uod-7	AUT	48.3	14.45	0.842996	0.252200667	394.2258043	1049.568339	1961.407845	1529.382172	1	2128.333333	0.166666667	149.4	NA	NA	0.75	257.25
6979	Wei-0	SUI	47.25	8.26	0.82467	0.144164533	541.6888013	777.5831376	2218.166864	1101.430433	0.944444444	1235	0.8	202.8	NA	NA	0.846153846	253
6980	Ws-0	RUS	52.3	30	0.912809333	0.5236	1235.786923	1939.267907	1433.470046	2713.144509	1	2286.333333	0.466666667	533.4	NA	NA	0.882352941	1404.25
6982	Wt-5	GER	52.3	9.3	0.912809333	0.162316	206.4031927	549.5932179	1674.355492	1597.474476	0.894736842	3041.4	0.538461538	52.6	NA	NA	0.75	464.25
6985	Zdr-6	CZE	49.3853	16.2544	0.861938103	0.283693461	380.6336628	1109.362153	1811.568018	1706.133176	1	952.5	0.571428571	352.7	NA	NA	0.944444444	1058.5
6945	Nok-3	NED	52.24	4.45	0.911762133	0.077667333	524.7178047	223.540706	1841.943146	1455.825764	1	2932.6	0.533333333	531.4	0.666666667	123.6923077	0.842105263	365.2
7526	Pna-10	USA	42.0945	-86.3253	0.73468934	-1.506664236	6978.630453	6282.368087	6731.268904	6905.380598	1	2496.4	0.6	839.8	0.642857143	167.7692308	0.857142857	375.5
7523	Pna-17	USA	42.0945	-86.3253	0.73468934	-1.506664236	6978.630453	6282.368087	6731.268904	6905.380598	1	2835.333333	0.769230769	564.6	0.6	121.6666667	0.777777778	352.3333333
6956	Pu2-7	CZE	49.42	16.36	0.862543733	0.285536533	384.1890035	1114.746763	1806.017766	1714.635626	1	1699.25	0.533333333	182	NA	NA	1	1279
6964	Spr1-2	SWE	56.3	16	0.982622667	0.279253333	597.0979714	1040.184052	1085.951187	2211.787034	1	988.25	0.533333333	220.2	1	249.1428571	0.764705882	316.3333333
6966	Sq-1	UK	51.4083	-0.6383	0.897246196	-0.011140463	874.3433968	180.5487917	2111.393204	1315.191701	0.944444444	948.6	0.571428571	1043.8	0.4	32.64285714	0.941176471	364.2
6969	Tamm-27	FIN	60	23.5	1.0472	0.410153333	1186.972881	1593.261762	559.7284071	2812.296185	1	1486	0.428571429	577.5	0.866666667	209.6666667	0.833333333	170
6971	Ts-5	ESP	41.7194	2.93056	0.728142595	0.051148041	1284.478134	1213.686265	2944.293809	368.0492625	1	2101.666667	0.769230769	797.2	0	0	0.8	768.5
6975	Uod-1	AUT	48.3	14.45	0.842996	0.252200667	394.2258043	1049.568339	1961.407845	1529.382172	1	1899	0.538461538	527.6	NA	NA	0.764705882	0
6978	Wa-1	POL	52.3	21	0.912809333	0.36652	624.3722606	1338.173432	1429.156844	2161.829829	1	627.6666667	0.615384615	80.4	0.933333333	105.6428571	0.8	734.2
6981	Ws-2	RUS	52.3	30	0.912809333	0.5236	1235.786923	1939.267907	1433.470046	2713.144509	1	2056.166667	0.6	305	NA	NA	0.894736842	1583.4
6984	Zdr-1	CZE	49.3853	16.2544	0.861938103	0.283693461	380.6336628	1109.362153	1811.568018	1706.133176	0.95	2270.5	0.785714286	319	NA	NA	0.833333333	362.25
6903	Bor-4	CZE	49.4013	16.2326	0.862217356	0.283312979	378.287127	1107.192113	1810.214006	1705.798194	1	2231.5	0.666666667	155.2	NA	NA	0.941176471	755.25
6909	Col-0	USA	38.3	-92.3	0.668462667	-1.610942667	7631.533209	6939.071715	7330.441355	7558.485424	0.777777778	1957.9	0.857142857	40.8	0.866666667	223.7857143	0.944444444	805.6
6916	Est-1	RUS	58.3	25.3	1.017529333	0.441569333	1136.563725	1636.737886	741.2106774	2768.472307	1	2718.6	0.357142857	136.75	1	193.1333333	0.777777778	693.2
8215	Fei-0	POR	40.5	-8.32	0.70686	-0.145211733	1976.310103	1523.987067	3455.743799	681.6211091	1	4595	0.857142857	1461.4	0.466666667	87.78571429	0.866666667	1599
6932	Ler-1	GER	47.984	10.8719	0.837480747	0.189750895	396.2616785	854.7379419	2073.751316	1298.005579	1	1543	0.642857143	21	0.8	114.2857143	0.875	926
7515	Rrs-10	USA	41.5609	-86.4251	0.725376241	-1.508406079	7027.192776	6329.149061	6787.956864	6941.962681	1	2014.5	0.692307692	208.8	0.333333333	50.15384615	0.777777778	710.8
7514	Rrs-17	USA	41.5609	-86.4251	0.725376241	-1.508406079	7027.192776	6329.149061	6787.956864	6941.962681	1	1079.833333	0.692307692	552.25	0.866666667	257.7333333	0.882352941	1116
6968	Tamm-2	FIN	60	23.5	1.0472	0.410153333	1186.972881	1593.261762	559.7284071	2812.296185	1	1458.833333	0.466666667	30.6	0.8	163.1428571	0.833333333	729.5
6972	Tsu-1	JPN	34.43	136.31	0.600918267	2.379063867	9029.513059	9407.208764	7474.118431	10659.96396	0.947368421	2935.166667	0.642857143	468	NA	NA	0.875	1286.666667
6970	Ts-1	ESP	41.7194	2.93056	0.728142595	0.051148041	1284.478134	1213.686265	2944.293809	368.0492625	0.941176471	3312	0.9	1788.5	NA	NA	0.8125	1789.25
8329	Lm-2	FRA	48	0.5	0.83776	0.008726667	910.3942601	510.8539471	2390.821119	938.897629	1	4000	0.8	532.6	NA	NA	0.833333333	1211.4
7165	Hn-0	GER	51.3472	8.28844	0.896179797	0.144660906	257.3133433	504.1876198	1800.167836	1470.870696	0.947368421	1987.2	0.833333333	587.25	NA	NA	0.947368421	2161.6
7397	Ws	RUS	52.3	30	0.912809333	0.5236	1235.786923	1939.267907	1433.470046	2713.144509	1	2496.666667	0.714285714	293.1	NA	NA	0.842105263	841.4
8290	En-1	GER	50	8.5	0.872666667	0.148353333	295.3874901	582.3048442	1929.289095	1352.524607	0.933333333	1072	0.857142857	459	NA	NA	0.75	1076.5
8270	Bs-1	SUI	47.5	7.5	0.829033333	0.1309	547.9756206	720.9293204	2213.608801	1085.355526	1	3612.6	0.714285714	404.6	0.666666667	135.4666667	0.789473684	1606.5
7307	Pn-0	FRA	48.0653	-2.96591	0.838899703	-0.051765016	1136.619973	581.6752513	2514.159208	965.4365025	1	2417.333333	0.933333333	352.2	NA	NA	0.777777778	615.2
7331	Sh-0	GER	51.6832	10.2144	0.902044117	0.178275328	125.1274371	622.7660974	1709.180116	1574.844452	0.95	1641.833333	0.533333333	91.4	0.933333333	216.5333333	0.833333333	648.75
7337	Si-0	GER	50.8738	8.02341	0.887917389	0.140035249	284.6429044	506.2724288	1855.567199	1416.168485	1	2344.8	0.733333333	959.6	0.933333333	259	0.941176471	744.6666667
7405	Wc-2	GER	52.6	10.0667	0.918045333	0.175697471	181.7844391	598.5913804	1621.372134	1653.430263	1	2220.666667	0.642857143	84.4	NA	NA	0.882352941	153.5
7000	Aa-0	GER	50.9167	9.57073	0.888666137	0.167041141	179.816031	604.5588354	1805.265537	1479.472596	1	1067.5	0.5	126	NA	NA	0.823529412	657.75
7031	Bsch-0	GER	50.0167	8.6667	0.872958137	0.151262804	284.6117242	591.4359266	1922.729505	1360.83246	1	2451.6	0.533333333	110.8	NA	NA	0.823529412	1329
7062	Ca-0	GER	50.2981	8.26607	0.877869505	0.144270475	292.2658783	550.8994154	1906.050451	1370.851004	1	3815.666667	0.933333333	877.875	NA	NA	0.8125	1165.8
7123	Ep-0	GER	50.1721	8.38912	0.875670385	0.146418108	291.5678631	565.547311	1915.122332	1363.946835	1	3718.9	0.785714286	743.2	NA	NA	0.789473684	629.5
7145	Ge-1	SUI	46.5	6.08	0.81158	0.106116267	700.9045722	761.0939615	2357.502172	931.56051	1	2374.6	0.533333333	184.2	NA	NA	1	634.6
7147	Gie-0	GER	50.584	8.67825	0.882859413	0.15146439	252.0309555	561.7095257	1864.951762	1413.433944	1	972.2	0.153846154	0	0.866666667	233.3571429	0.705882353	156.2
7275	No-0	GER	51.0581	13.2995	0.891134039	0.232120607	101.9033002	847.4426591	1693.22037	1660.431079	0.944444444	2286.8	0.615384615	307.6	NA	NA	0.6875	349.3333333
7291	Pa-2	ITA	38.07	13.22	0.6644484	0.230733067	1493.283016	1860.654688	3092.376145	1190.372437	1	2138.8	0.785714286	1519.5	0.466666667	64.33333333	0.882352941	514.25
7333	Sei-0	ITA	46.5438	11.5614	0.812344456	0.201784968	549.0069551	1002.126385	2209.639011	1240.006149	1	1621.6	1	204.9	NA	NA	0.875	608.25
6988	Alc-0	ESP	40.31	-3.22	0.703543867	-0.056199733	1704.06003	1404.121725	3288.196393	253.7048189	1	1058.25	0.769230769	396.8	0	18.64285714	0.8	1404
7344	Sg-1	GER	47.6667	9.5	0.831942804	0.165806667	459.8021199	803.8595505	2141.680474	1199.357071	1	1454.2	0.538461538	470.2	NA	NA	0.875	725.75
8271	Bu-0	GER	50.5	9.5	0.881393333	0.165806667	205.3700909	618.1156549	1849.625281	1439.00463	1	1287.666667	0.428571429	66.4	NA	NA	0.8	24
8275	Cen-0	FRA	49	0.5	0.855213333	0.008726667	861.2815802	400.2860448	2294.130552	1049.736847	1	1458.833333	0.466666667	3.2	NA	NA	0.888888889	680.8
8296	Gd-1	GER	53.5	10.5	0.933753333	0.18326	246.919324	629.7673423	1518.966691	1753.25625	0.944444444	2502	0.833333333	439.75	NA	NA	0.944444444	830
8310	Hs-0	GER	52.24	9.44	0.911762133	0.164759467	194.9469816	559.8326022	1676.072908	1596.8267	0.941176471	3771.4	0.714285714	392	NA	NA	0.833333333	136
8311	In-0	AUT	47.5	11.5	0.829033333	0.200713333	443.2296033	925.4468217	2109.72433	1299.26452	1	1633.4	0.357142857	271.8	NA	NA	0.882352941	518.2
8314	Ka-0	AUT	47	14	0.820306667	0.244346667	518.2105345	1105.742321	2109.737564	1424.140466	1	1563.8	0.714285714	272.6	NA	NA	0.8125	754.4
8323	Lc-0	UK	57	-4	0.99484	-0.069813333	1202.981273	594.0410053	1787.38854	1954.284502	1	2972.666667	0.785714286	448	0.866666667	206.0666667	0.785714286	349
8325	Lip-0	POL	50	19.3	0.872666667	0.336849333	539.2819204	1286.995363	1700.193677	1928.699813	0.941176471	2610.2	0.846153846	1247	NA	NA	0.833333333	605.25
8343	Na-1	FRA	47.5	1.5	0.829033333	0.02618	876.0684134	564.4350504	2404.385027	893.6802426	0.894736842	1371.2	0.466666667	237.4	0.933333333	214	0.777777778	391.6
8351	Ost-0	SWE	60.25	18.37	1.051563333	0.320617733	1052.542424	1350.919383	631.8284513	2640.829105	0.923076923	761.3333333	0.307692308	40.6	0.785714286	154.2142857	0.9375	637.25
8353	Pa-1	ITA	38.07	13.22	0.6644484	0.230733067	1493.283016	1860.654688	3092.376145	1190.372437	0.941176471	1062.333333	0.8	1146.6	0.2	14.4	0.647058824	674.6666667
8354	Per-1	RUS	58	56.3167	1.012293333	0.982914137	2879.080178	3440.589664	1795.686628	4462.634944	0.9375	1803.5	0.571428571	127.4	NA	NA	0.733333333	0
7296	Petergof	RUS	59	29	1.029746667	0.506146667	1358.126891	1861.887207	690.8492222	2988.057638	1	3959.833333	0.714285714	340.6	0.8	223.2307692	1	390
8365	Rak-2	CZE	49	16	0.855213333	0.279253333	395.8649613	1111.076752	1857.566244	1667.259759	1	2029.666667	0.5	301.6	NA	NA	0.764705882	822.6
8378	Sap-0	CZE	49.49	14.24	0.863765467	0.248535467	271.8025214	972.3961841	1838.349385	1594.766433	0.947368421	1226	0.857142857	161.1	NA	NA	0.875	1222
8387	St-0	SWE	59	18	1.029746667	0.31416	918.4292773	1264.713142	763.6964753	2519.207797	1	2216.6	0.571428571	819.4	0.933333333	193.0666667	0.611111111	198.2
8389	Ta-0	CZE	49.5	14.5	0.86394	0.253073333	282.0645147	988.8738657	1831.987273	1610.268854	0.947368421	2327.333333	0.466666667	2.5	NA	NA	0.8125	309.75
7418	Zu-1	SUI	47.3667	8.55	0.826706804	0.149226	519.9863432	781.1078877	2198.163907	1125.792099	1	2078.5	0.733333333	224.2	NA	NA	0.842105263	1023.75
8312	Is-0	GER	50.5	7.5	0.881393333	0.1309	332.5549951	492.6831275	1909.06745	1361.671677	1	1835.25	0.666666667	187.1	NA	NA	0.947368421	882
8313	Jm-0	CZE	49	15	0.855213333	0.2618	348.2711452	1046.100747	1875.728401	1606.66506	0.947368421	1308.8	0.769230769	1970.7	NA	NA	0.777777778	194.5
8334	Lu-1	SWE	55.71	13.2	0.9723252	0.230384	477.6317788	854.3694595	1220.788351	2054.082437	1	1083.8	0.461538462	349.2	0.75	157.3333333	0.615384615	0
8337	Mir-0	ITA	44	12.37	0.767946667	0.215897733	831.3895851	1258.611076	2464.531471	1165.345964	1	2004	0.714285714	810.5	0.142857143	18.85714286	0.722222222	429.75
8357	Pla-0	ESP	41.5	2.25	0.724313333	0.03927	1333.831457	1233.629808	2987.588836	309.3177612	0.947368421	2150	0.692307692	27.25	0	20.66666667	0.857142857	1561.666667
8411	Rd-0	GER	50.5	8.5	0.881393333	0.148353333	267.381822	554.6588415	1878.71464	1398.707559	0.947368421	2955	0.714285714	308.4	NA	NA	0.875	155
8388	Stw-0	RUS	52	36	0.907573333	0.62832	1646.31573	2344.530908	1565.318166	3098.42828	0.95	863.5	0.785714286	270.4	NA	NA	0.733333333	1220.333333
8395	Tu-0	ITA	45	7.5	0.7854	0.1309	792.571159	959.3111339	2472.913007	885.352434	1	3426.833333	0.666666667	276.4	NA	NA	0.789473684	859
7014	Ba-1	UK	56.5459	-4.79821	0.986914441	-0.083744759	1229.097186	586.572132	1857.309804	1913.375849	0.933333333	1953.4	0.466666667	672.5	NA	NA	0.833333333	642.5
7035	Blh-2	CZE	48	19	0.83776	0.331613333	634.0320239	1358.417327	1923.164041	1809.134496	1	1319	0.142857143	14.4	NA	NA	0.882352941	533.4
8243	PHW-2	ITA	43.7703	11.2547	0.763937636	0.196432031	858.2314243	1227.875232	2512.337184	1072.782338	0.95	3003.333333	0.642857143	316	NA	NA	0.823529412	1021.6
6906	C24	POR	40.2077	-8.42639	0.701758391	-0.147068593	2005.71193	1557.252766	3488.803665	687.9724051	1	1347	0.866666667	512.2	NA	NA	0.722222222	843.2
6897	Ag-0	FRA	45	1.3	0.7854	0.022689333	1068.134315	842.0044675	2660.354792	618.5636742	1	1623.5	0.583333333	275	0.307692308	37.92307692	0.764705882	527.75
6898	An-1	BEL	51.2167	4.4	0.893902137	0.076794667	527.8889075	266.3507589	1941.223581	1346.179435	1	2170.333333	0.8	509.6666667	0.933333333	254.8	0.9375	814.75
5837	Bor-1	CZE	49.4013	16.2326	0.862217356	0.283312979	378.287127	1107.192113	1810.214006	1705.798194	1	3308.666667	0.571428571	473.25	0.928571429	291.6153846	0.833333333	1148
6977	Van-0	CAN	49.3	-123	0.860449333	-2.14676	8025.44434	7527.770541	7017.053038	8643.498381	1	2734.833333	0.6	1369.2	0.857142857	169.8571429	0.894736842	891.6
6910	Ct-1	ITA	37.3	15	0.651009333	0.2618	1593.447869	2008.032594	3149.36518	1362.982619	0.888888889	1718.333333	0.6	204.4	0.933333333	192.4285714	0.941176471	594.75
6914	Edi-0	UK	55.949444	-3.160278	0.976504296	-0.055157385	1111.226387	469.9600918	1829.641551	1831.220961	1	3005.833333	0.416666667	13.6	0.866666667	194.2666667	0.666666667	802.6
6919	Ga-0	GER	50.3	8	0.877902667	0.139626667	308.9681628	534.5005642	1913.843183	1360.873654	1	1818.8	0.928571429	733.25	0.933333333	209.2666667	0.833333333	645.5
8214	Gy-0	FRA	49	2	0.855213333	0.034906667	761.2630434	401.2202321	2240.011459	1064.433482	0.95	3108.166667	0.428571429	998.2	NA	NA	0.733333333	1317
8424	Kas-0	IND	35	77	0.610866667	1.343906667	5377.77166	6083.322152	4751.53325	6647.217098	0.9375	2055.4	0.533333333	26.4	NA	NA	0.666666667	628.8
6933	LL-0	ESP	41.59	2.49	0.725884133	0.0434588	1315.118049	1224.937899	2970.976439	330.8386376	0.933333333	3541	0.733333333	1289.5	NA	NA	0.8125	856
7520	Lp2-2	CZE	49.38	16.81	0.8618456	0.293390533	412.8350678	1146.293963	1802.889093	1739.597565	0.888888889	1649	0.333333333	3.4	NA	NA	0.9375	496.8
7521	Lp2-6	CZE	49.38	16.81	0.8618456	0.293390533	412.8350678	1146.293963	1802.889093	1739.597565	1	2278.833333	0.357142857	472.4	NA	NA	0.947368421	597.25
6936	Lz-0	FRA	46	3.3	0.802853333	0.057596	880.202283	746.4154619	2494.02446	774.754227	1	2543.166667	1	1150.2	NA	NA	0.944444444	366.25
7522	Mr-0	ITA	44.15	9.65	0.770564667	0.168424667	832.7162971	1123.786104	2508.078737	973.9036049	0.944444444	628.3333333	0.181818182	10.8	0.466666667	71.13333333	0.857142857	85
6937	Mrk-0	GER	49	9.3	0.855213333	0.162316	335.1165588	693.6126812	2008.862088	1298.795969	1	1887.5	0.428571429	543.6	0.866666667	240.0666667	0.75	569.8
6908	CIBC-5	UK	51.4083	-0.6383	0.897246196	-0.011140463	874.3433968	180.5487917	2111.393204	1315.191701	0.941176471	1648.6	0.733333333	621.6	NA	NA	0.875	815
6915	Ei-2	GER	50.3	6.3	0.877902667	0.109956	420.0004212	434.3870646	1966.86348	1301.955484	0.941176471	1745.5	0.285714286	61.8	NA	NA	1	766.5
6923	HR-10	UK	51.4083	-0.6383	0.897246196	-0.011140463	874.3433968	180.5487917	2111.393204	1315.191701	1	1905.666667	0.785714286	898.6	NA	NA	0.941176471	768.75
6929	Kond-0	TJK	38.48	68.49	0.671604267	1.1953788	4546.257666	5261.713223	4043.071341	5796.523614	0.9	1115.333333	0.2	751.8	NA	NA	0.722222222	429.5
6940	Mz-0	GER	50.3	8.3	0.877902667	0.144862667	290.0404272	552.8808818	1904.8469	1372.340399	1	1611.5	0.733333333	256.6	NA	NA	0.8125	386.25
6942	Nd-1	SUI	50	10	0.872666667	0.174533333	215.6905376	674.9091654	1886.824359	1416.740508	1	2954.5	0.714285714	625.2	0.533333333	130.4666667	0.823529412	1262.2
6943	NFA-10	UK	51.4083	-0.6383	0.897246196	-0.011140463	874.3433968	180.5487917	2111.393204	1315.191701	1	1780.666667	0.846153846	1338.75	NA	NA	0.764705882	331
6946	Oy-0	NOR	60.23	6.13	1.051214267	0.106988933	1039.026016	903.0828774	1106.555563	2340.269296	1	1798.5	0.333333333	162.2	1	255.0666667	0.8125	632.75
8213	Pro-0	ESP	43.25	-6	0.754856667	-0.10472	1627.786692	1165.781026	3095.893733	619.8318436	1	2414.833333	0.785714286	411.8	0.2	10.5	0.823529412	1176.333333
6951	Pu2-23	CZE	49.42	16.36	0.862543733	0.285536533	384.1890035	1114.746763	1806.017766	1714.635626	0.944444444	1396.6	0.666666667	89.8	NA	NA	0.933333333	1401
6958	Ra-0	FRA	46	3.3	0.802853333	0.057596	880.202283	746.4154619	2494.02446	774.754227	0.941176471	2837.8	0.666666667	13.4	NA	NA	0.769230769	22
7305	Pt-0	GER	53.476	10.6065	0.933334453	0.18511878	241.6062854	636.5254279	1518.131122	1754.802582	0.95	1658.333333	0.733333333	73	NA	NA	1	300.4
7386	Vi-0	GER	50.1946	8.74639	0.876063085	0.15265366	268.702287	586.2424547	1902.354552	1380.311525	1	1867	0.923076923	533.4	NA	NA	1	959
7403	Wei-1	SUI	47.25	8.26	0.82467	0.144164533	541.6888013	777.5831376	2218.166864	1101.430433	1	4696.333333	1	1006.6	NA	NA	0.944444444	1097.5
7457	Rld-2	RUS	56.25	34.3167	0.98175	0.598940804	1548.60974	2159.340166	1084.738712	3129.262439	1	3272.5	0.733333333	354.3	NA	NA	0.888888889	946
7297	Pf-0	GER	48.5479	9.11033	0.847322681	0.159005626	384.975657	715.163236	2060.679803	1251.473592	0.9	1839.5	0.769230769	496.5	NA	NA	0.75	957.2
7381	Uk-4	GER	48.0333	7.7667	0.838341196	0.135554804	488.1962815	686.6565029	2151.201109	1144.267589	1	2697.2	0.733333333	31.2	NA	NA	0.842105263	614.8
7413	Wil-2	LTU	54.6833	25.3167	0.954405863	0.441860804	956.7935206	1599.137031	1143.308041	2543.679062	0.947368421	1322.2	0.785714286	196.3	NA	NA	0.833333333	269.6666667
7352	Te-0	FIN	60.0585	23.2982	1.04822102	0.406631251	1184.367144	1585.228458	555.0959158	2808.589783	1	1693.333333	0.571428571	1044	0.733333333	231.4	0.823529412	87.33333333
7117	El-0	GER	51.5105	9.68253	0.899029927	0.168992424	160.0412015	591.6462444	1741.984664	1538.078664	1	3286	0.769230769	262.1	NA	NA	0.882352941	1501.333333
7172	Hl-3	GER	52.1444	9.37827	0.910093595	0.163682072	194.6274573	557.0671642	1687.464762	1585.586738	0.944444444	3341	0.733333333	213.7	NA	NA	0.9375	1893.5
7223	Li-2:1	GER	50.3833	8.0666	0.879356529	0.140789059	300.670931	533.9076977	1903.451653	1371.230376	0.95	2453.833333	0.285714286	411.7	NA	NA	0.875	512.5
7239	Ll-2	ESP	41.59	2.49	0.725884133	0.0434588	1315.118049	1224.937899	2970.976439	330.8386376	0.95	1169.833333	0.928571429	281	0	3.833333333	0.714285714	1174
7287	Ove-0	GER	53.3422	8.42255	0.930999197	0.147001573	319.0231308	491.0353554	1599.919093	1669.617733	0.882352941	1220.5	0.461538462	1	NA	NA	0.75	249.3333333
7328	Sf-2	ESP	41.7833	3.03333	0.729257863	0.05294172	1274.112503	1207.470778	2934.593199	379.1449	0.947368421	1087.333333	0.714285714	1338	0	0	0.705882353	572.25
7252	Mc-0	UK	54.6167	-2.3	0.953243471	-0.040142667	1015.074184	323.8553116	1899.43467	1677.779985	0.947368421	1254.166667	0.2	78	0.866666667	245.5714286	0.842105263	793.2
7351	Ty-0	UK	56.4278	-5.23439	0.984853203	-0.091357553	1249.937706	596.3309319	1885.920055	1906.163243	0.95	1423.5	0.4	340	0.933333333	210.8666667	0.722222222	211.4
7126	Es-0	FIN	60.1997	24.5682	1.050685431	0.428796984	1243.700725	1656.486992	531.2733211	2870.998345	0.944444444	489.2	0.357142857	0	1	155.5	0.8125	576.75
7449	N7	RUS	61.36	34.15	1.070936533	0.596031333	1735.710249	2191.420442	597.9451111	3367.849345	0.842105263	1182.8	0.466666667	117.4	NA	NA	0.857142857	958
7320	Rou-0	FRA	49.4424	1.09849	0.862934688	0.019172312	802.6955855	348.1479399	2229.739014	1102.851646	1	2491.666667	0.866666667	1901	0.733333333	157.4666667	0.823529412	478
7071	Chat-1	FRA	48.0717	1.33867	0.839011404	0.023364254	852.3440116	500.5651756	2353.913955	954.2778071	1	2744.2	0.642857143	227.4	NA	NA	0.947368421	1682.4
7078	Co-2	POR	40.12	-8.25	0.700227733	-0.14399	2002.198426	1559.890576	3490.769503	672.5089983	1	2034.25	0.714285714	331.5	0	1.933333333	0.923076923	1785
7094	Da-0	GER	49.8724	8.65081	0.870439621	0.150985471	295.212254	599.0369423	1937.853641	1347.055648	0.941176471	3052.5	0.923076923	392.4	NA	NA	0.647058824	277.4
7244	Mnz-0	GER	50.001	8.26664	0.87268412	0.144280423	309.116267	568.1908499	1936.055274	1343.272003	0.875	1757.8	0.733333333	505.7	NA	NA	0.85	1069.2
7282	Or-0	GER	50.3827	8.01161	0.879346057	0.1398293	304.2277823	530.5600015	1905.172721	1369.107938	1	1095	0.428571429	20.5	NA	NA	0.666666667	44.75
7382	Utrecht	NED	52.0918	5.1145	0.909175549	0.089265073	477.9356033	271.2802374	1832.390859	1454.082652	1	1878.166667	0.8	1121.9	NA	NA	0.823529412	498.6666667
7100	Db-0	GER	50.3055	8.324	0.87799866	0.145281547	288.2493585	554.0542918	1903.576899	1373.782974	1	2884.666667	0.933333333	907.6	NA	NA	0.823529412	1113
7186	Kn-0	LTU	54.8969	23.8924	0.958133895	0.417002021	877.8128554	1507.633917	1122.182506	2478.811654	1	1006.4	0.785714286	283.6	NA	NA	0.933333333	360.6666667
7430	Nc-1	FRA	48.6167	6.25	0.848523471	0.109083333	518.4648064	565.8817667	2136.871562	1135.306423	0.941176471	1682.5	0.571428571	397.8	0.866666667	172.2666667	0.722222222	937.2
6992	Ang-0	BEL	50.3	5.3	0.877902667	0.092502667	487.0872421	380.2084595	1999.587366	1272.503691	0.9	2043.333333	0.466666667	425.8	NA	NA	1	1880.666667
7069	Cha-0	SUI	46.0333	7.1167	0.803434529	0.124210137	702.2409214	843.5477415	2375.874024	942.8609166	0.947368421	487.75	0.4	177.2	NA	NA	0.75	630.6666667
7346	Ste-0	GER	52.6058	11.8558	0.918146563	0.206923229	126.2101027	719.1161878	1569.76235	1723.95629	0.95	1825.666667	0.642857143	4.6	NA	NA	0.833333333	481.4
7106	Dr-0	GER	51.051	13.7336	0.89101012	0.239697099	129.8337598	876.8102722	1683.97075	1681.563802	0.95	3293.833333	0.666666667	265.75	NA	NA	1	650.5
